Program_Combo,ID,Count
"A60130 - Collision Repair and Refinishing Technology, C50420C1 - Welding Technology/Basic Welding Certificate, C60130C2 - Collision Repair and Refinishing Technology/Estimating Cert, C60130C3 - Collision Repair & Ref/Non-Structural & Refinishing Cert., D50420 - Welding Technology",[2954750.0],1
"A10300 - Associate in General Education, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55290 - Infant/Toddler Care (Certificate), C55860 - Early Childhood Preschool",[2982859.0],1
"A10300 - Associate in General Education, C55230 - Esthetics Technology (Certificate)",[220056.0],1
"A10300 - Associate in General Education, C55230 - Esthetics Technology (Certificate), C55400 - Manicuring/Nail Technology (Certificate)",[2971855.0],1
"A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert, C25200C2 - Healthcare Management Technology/HC Access Financial Sp Cert, C25310C2 - Medical Office Administration/Medical Coding Spec Cert",[1035396.0],1
"A60130 - Collision Repair and Refinishing Technology, C60130C2 - Collision Repair and Refinishing Technology/Estimating Cert, C60130C3 - Collision Repair & Ref/Non-Structural & Refinishing Cert., C60130C4 - Collision Repair and Refinishing Technology/Structural Cert, C60130C5 - Basic Collision Repair & Refinishing Technology Certificate, D60130D1 - Collision Repair and Refinishing Technology Diploma",[2779859.0],1
"A10300 - Associate in General Education, C55400 - Manicuring/Nail Technology (Certificate)",[2844969.0],1
"A10300 - Associate in General Education, D35180 - Carpentry (Diploma)",[2913277.0],1
"A10300 - Associate in General Education, D35180 - Carpentry (Diploma), D50420 - Welding Technology",[2841316.0],1
"A60130 - Collision Repair and Refinishing Technology, C60130C3 - Collision Repair & Ref/Non-Structural & Refinishing Cert., C60130C4 - Collision Repair and Refinishing Technology/Structural Cert",[1420850.0],1
"A60130 - Collision Repair and Refinishing Technology, C60130C3 - Collision Repair & Ref/Non-Structural & Refinishing Cert., C60130C5 - Basic Collision Repair & Refinishing Technology Certificate, D60130D1 - Collision Repair and Refinishing Technology Diploma",[2954115.0],1
"A60130 - Collision Repair and Refinishing Technology, C60160C6 - Automotive Systems Technology/Maint & Light Repair I Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert",[2963976.0],1
"A60160 - Automotive Systems Technology, C35140C3 - Building Construction Technology/Intro to Bldg Const Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert",[486576.0],1
"A60160 - Automotive Systems Technology, C35140C3 - Building Construction Technology/Intro to Bldg Const Cert, D35180 - Carpentry (Diploma)",[2967498.0],1
"A60160 - Automotive Systems Technology, C50420C1 - Welding Technology/Basic Welding Certificate, C60160C6 - Automotive Systems Technology/Maint & Light Repair I Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert, D50420 - Welding Technology",[2571555.0],1
"A60160 - Automotive Systems Technology, C60130C2 - Collision Repair and Refinishing Technology/Estimating Cert, C60130C3 - Collision Repair & Ref/Non-Structural & Refinishing Cert., C60130C4 - Collision Repair and Refinishing Technology/Structural Cert, C60130C5 - Basic Collision Repair & Refinishing Technology Certificate, D60130D1 - Collision Repair and Refinishing Technology Diploma",[2725035.0],1
"A60160 - Automotive Systems Technology, C60160C6 - Automotive Systems Technology/Maint & Light Repair I Cert",[2957630.0],1
"A10300 - Associate in General Education, D35300 - Plumbing (Diploma)",[732221.0],1
"A60160 - Automotive Systems Technology, C60160C6 - Automotive Systems Technology/Maint & Light Repair I Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert, D60160 - Automotive Systems Technology Diploma",[2979486.0],1
"A10300 - Associate in General Education, D40140 - Civil Engineering Technology Diploma",[2938582.0],1
"A60160 - Automotive Systems Technology, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert, D60160 - Automotive Systems Technology Diploma",[2849532.0],1
"A60160 - Automotive Systems Technology, D60160 - Automotive Systems Technology Diploma",[2969365.0],1
"A10300 - Associate in General Education, D55150 - Culinary Arts/Food Truck Management Diploma",[2880940.0],1
"C15240C1 - Horticulture Technology/Basic Landscape Maint Certificate, C15240C3 - Horticulture Technology/Viticulture Certificate, C55230 - Esthetics Technology (Certificate)",[2943247.0],1
"C15240C1 - Horticulture Technology/Basic Landscape Maint Certificate, C25370C5 - Office Management/Legal Assistant Certificate",[1339468.0],1
"A10300F - A10300F (FSE-DEGREE), A10300H - A10300H (DA)",[2750998.0],1
"A10300F - A10300F (FSE-DEGREE), A10300H - A10300H (PHARM)",[2588577.0],1
"C25110C2 - Hospitality Management/Event Planning Certificate, C25110C3 - Hospitality Management/Hotel & Lodging Mgt Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert",[108897.0],1
"C25110C2 - Hospitality Management/Event Planning Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2960242.0],1
"C25110C3 - Hospitality Management/Hotel & Lodging Mgt Certificate, C25110C4 - Hospitality Management/Restaurant Management Certificate",[77645.0],1
"C25110C3 - Hospitality Management/Hotel & Lodging Mgt Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2900297.0],1
"A10300F - A10300F (FSE-DEGREE), A1030N - Associate in General Education-Nursing",[3008158.0],1
"C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C55150C3 - Culinary Arts/Demi-Chef Certificate, C55150C4 - Culinary Arts/Food Service Fundamentals Certificate",[2782360.0],1
"A10300F - A10300F (FSE-DEGREE), A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C18 - Business Administration /Recruitment & Staffing Spec Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C28 - Business Administration/Entrepreneurship Fundamentals Cert",[2862685.0],1
"C25120C10 - Business Administration /Business Foundations Certificate, C25120C12 - Business Administration /Entrepreneurship Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[1652366.0],1
"A10300F - A10300F (FSE-DEGREE), A55180 - Criminal Justice Technology, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",[2851623.0],1
"A10300F - A10300F (FSE-DEGREE), A55220G - Early Childhood Education/General Early Childhood Education, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55290 - Infant/Toddler Care (Certificate), C55860 - Early Childhood Preschool",[2988359.0],1
"A10300F - A10300F (FSE-DEGREE), A60160 - Automotive Systems Technology, C60160C6 - Automotive Systems Technology/Maint & Light Repair I Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert",[2896873.0],1
"C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C20 - Business Administration /Nonprofit & Commun Leadership Cert",[596804.0],1
"C25120C10 - Business Administration /Business Foundations Certificate, C25120C21 - Business Administration /Govern Procure & Contracting Cert",[2567396.0],1
"C25120C10 - Business Administration /Business Foundations Certificate, C55460C3 - Emergency Management/Disaster Management Certificate",[2660120.0],1
"C25120C10 - Business Administration /Business Foundations Certificate, C55490 - Elementary Education Residency Licensure",[329915.0],1
"C25120C11 - Business Administration/Small Business Operations Cert, C25120C12 - Business Administration /Entrepreneurship Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25120C15 - Business Administration /Total Quality Management Cert, C25120C16 - Business Administration /Project Leadership Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C18 - Business Administration /Recruitment & Staffing Spec Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C20 - Business Administration /Nonprofit & Commun Leadership Cert, C25120C21 - Business Administration /Govern Procure & Contracting Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C23 - Business Administration/Operations Leadership Certificate, C25120C24 - Business Administration/Project Management Certificate, C25120C25 - Business Administration/Global Human Resources Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate",[2823870.0],1
"C25120C11 - Business Administration/Small Business Operations Cert, C25120C12 - Business Administration /Entrepreneurship Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2673398.0],1
"C25120C11 - Business Administration/Small Business Operations Cert, C25120C16 - Business Administration /Project Leadership Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[920484.0],1
"A10300FRS - Associate in General Education/Forensic Science, A10400 - Associate in Science",[2877184.0],1
"A10300FRS - Associate in General Education/Forensic Science, A55180 - Criminal Justice Technology, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert, C5518CC4 - Criminal Justi Tech Forensic Sci/Intro to Forensic Sci Cert",[2777776.0],1
"A10300FRS - Associate in General Education/Forensic Science, A55180 - Criminal Justice Technology, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C5518CC4 - Criminal Justi Tech Forensic Sci/Intro to Forensic Sci Cert",[2980171.0],1
"C25120C11 - Business Administration/Small Business Operations Cert, C25120C9 - Business Administration /Organizational Leadership Cert, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert",[2589404.0],1
"C25120C11 - Business Administration/Small Business Operations Cert, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert",[2609900.0],1
"C25120C12 - Business Administration /Entrepreneurship Certificate, D35300 - Plumbing (Diploma)",[2667029.0],1
"C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate",[2647761.0],1
"C25120C13 - Business Administration /E-Marketing Certificate, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",[2895514.0],1
"A10300FRS - Associate in General Education/Forensic Science, A5518C - Criminal Justice Technology Forensic Science",[2946938.0],1
"A10300FRS - Associate in General Education/Forensic Science, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert, C5518CC1 - Criminal Justice Technology Forensic Science Certificate",[2977971.0],1
"C25120C16 - Business Administration /Project Leadership Certificate, C25120C24 - Business Administration/Project Management Certificate",[2788632.0],1
"A10300FRS - Associate in General Education/Forensic Science, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",[2965624.0],1
"C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C25 - Business Administration/Global Human Resources Certificate",[657204.0],1
"C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C25 - Business Administration/Global Human Resources Certificate, C25370C1 - Office Management/Basic Office Management Certificate",[2861762.0],1
"C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C55180C12 - Criminal Justice Technology/Terrorism Studies Certificate, C55180C5 - Criminal Justice Technology/Courts and the Law Certificate, C55180C6 - Criminal Justice Technology/Principles of Corrections Cert, C5518CC1 - Criminal Justice Technology Forensic Science Certificate",[1034267.0],1
"C25120C21 - Business Administration /Govern Procure & Contracting Cert, C25120C23 - Business Administration/Operations Leadership Certificate, C25620C2 - Supply Chain Management/Trucking Logistics Foundations Cert",[2649564.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, A1030N - Associate in General Education-Nursing, A55180 - Criminal Justice Technology, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",[2558040.0],1
"C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C8 - Medical Office Administration/Adv Coding and Auditing Cert",[1381284.0],1
"C25120C27 - Business Administration/Operations Analytics Certificate, C25590C37 - Information Technology/Business Intelligence Certificate",[2997167.0],1
"C25120C9 - Business Administration /Organizational Leadership Cert, C25800C4 - Accounting and Finance/Small Business Accounting Certificate",[2939173.0],1
"C25120H1 - Business Administration, C25370H2 - Office Management/Legal Office Foundations Certificate",[2997647.0],1
"C25120H1 - Business Administration, C25450H1 - Simulation and Game Development",[2984043.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, A25120G - Business Administration /General Business Administration, A55180 - Criminal Justice Technology, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",[2973742.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, A25380 - Paralegal Technology, A55180 - Criminal Justice Technology, A5518C - Criminal Justice Technology Forensic Science, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert, C5518CC1 - Criminal Justice Technology Forensic Science Certificate",[2966233.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, A55180 - Criminal Justice Technology, A5518C - Criminal Justice Technology Forensic Science, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",[2957365.0],1
"C25120H1 - Business Administration, C35100H1 - Air Conditioning, Heating & Refrigeration Technology/Basic",[3006820.0],1
"C25120H1 - Business Administration, C35140H2 - Building Construction Technology/General Maintenance Cert",[3004600.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, A55180 - Criminal Justice Technology, A5518C - Criminal Justice Technology Forensic Science, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",[2865991.0],1
"C25120H1 - Business Administration, C55150H2 - Culinary Arts",[3005968.0],1
"C25120H1 - Business Administration, C55180H1 - Criminal Justice Technology/Introduct Criminal Justice Cert",[2987675.0],1
"C25120H1 - Business Administration, C55400H1 - Manicuring/Nail Technology (Certificate)",[2982517.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, A55180 - Criminal Justice Technology, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert, C55180C7 - Criminal Justice Technology/Criminal Investigations Cert",[2957216.0],1
"C25290C2 - Web Technologies/Web Programming Certificate, C25290C4 - Web Technologies/Web Back-Office Certificate",[2475797.0],1
"C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C3 - Medical Office Administration/Dental Office Spec Certificate",[2973639.0],1
"C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C3 - Medical Office Administration/Dental Office Spec Certificate, C25310C4 - Medical Office Administration/Inpatient Med Coding Spec Cert",[404678.0],1
"C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C5 - Medical Office Administration/Patient Services Rep Cert",[1420603.0],1
"C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C6 - Medical Office Administration/Electronic Billing Spec Cert",[2917208.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, A55180 - Criminal Justice Technology, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert, D55180 - Criminal Justice Technology/Policing Diploma",[2896952.0],1
"C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C8 - Medical Office Administration/Adv Coding and Auditing Cert",[2952360.0],1
"C25310C3 - Medical Office Administration/Dental Office Spec Certificate, C25310C7 - Medical Office Administration/Healthcare Doucment Spec Cert, C25310C9 - Medical Office Administration/Electronic Health Records Spec, C25370C1 - Office Management/Basic Office Management Certificate",[2939250.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, A55180 - Criminal Justice Technology, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",[2875185.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, A55180 - Criminal Justice Technology, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert",[2989997.0],1
"C25310C8 - Medical Office Administration/Adv Coding and Auditing Cert, C45180 - Central Sterile Processing (Certificate)",[2870630.0],1
"C25310H2 - Medical Office Administration, C45420H1 - Medical Laboratory Technology/Clinical Laboratory Aide Cert",[2995523.0],1
"C25370C1 - Office Management/Basic Office Management Certificate, C25590C10 - Information Technology/Linux Certificate",[2710832.0],1
"C25370H2 - Office Management/Legal Office Foundations Certificate, C25590HC - Information Technology/Audio and Video Editing Cert",[2986158.0],1
"C25450C2 - Simulation and Game Development/Interactive 3D Certificate, C25450C6 - Simulation and Game Development/3D Animation Certificate",[2946950.0],1
"C25450C3 - Simulation and Game Development/Sg Programming Cert, C25450C6 - Simulation and Game Development/3D Animation Certificate",[1225954.0],1
"C25450H1 - Simulation and Game Development, C25590H3 - Information Technology/Haredware and Software Certificate",[3016927.0],1
"C25450H1 - Simulation and Game Development, C25590H9 - Information Technology/Cisco Entry Networking Certificate",[3011156.0],1
"C25450H1 - Simulation and Game Development, C30100H1 - Graphic Design/Graphic Design Basics Certificate",[2850814.0],1
"C25450H2 - Simulation and Game Development, C30100H1 - Graphic Design/Graphic Design Basics Certificate",[2984086.0],1
"C25450H2 - Simulation and Game Development, C55180H1 - Criminal Justice Technology/Introduct Criminal Justice Cert",[2786028.0],1
"C25590C1 - Information Technology/Java Programming Certificate, C25590C18 - Information Technology Basics Certificate, C25590C2 - Information Technology/C# Programming Certificate, C25590C20 - Information Technology/Python Programming Certificate, C25590C27 - Information Technology/Intro To iOS Devel Using Swift Cert, C25590C3 - Information Technology/Mobile Application Development Cert, C25590C5 - Information Technology/Database Programming Certificate",[2485038.0],1
"C25590C1 - Information Technology/Java Programming Certificate, C25590C2 - Information Technology/C# Programming Certificate",[2918082.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, A5518C - Criminal Justice Technology Forensic Science",[3016093.0],1
"C25590C1 - Information Technology/Java Programming Certificate, C25590C20 - Information Technology/Python Programming Certificate, C25590C3 - Information Technology/Mobile Application Development Cert",[2590181.0],1
"C25590C10 - Information Technology/Linux Certificate, C25590C17 - Information Technology/Cyber Security Operations Certificate",[2535914.0],1
"C25590C11 - Information Technology/Hardware and Software Certificate, C25590C13 - Information Technology/Microsoft Desktop Support Certificate, C25590C18 - Information Technology Basics Certificate",[2949600.0],1
"C25590C11 - Information Technology/Hardware and Software Certificate, C25590C17 - Information Technology/Cyber Security Operations Certificate",[2641212.0],1
"C25590C11 - Information Technology/Hardware and Software Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",[2853190.0],1
"C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C29 - Information Technology/Cloud Management Certificate, C25590C8 - Information Technology/Cisco Networking Certificate",[2927075.0],1
"C25590C15 - Information Technology/Cyber Crime Fundamentals Certificate, C25590C16 - Information Technology/Cyber Crime Analysis Certificate",[2888501.0],1
"C25590C15 - Information Technology/Cyber Crime Fundamentals Certificate, C25590C16 - Information Technology/Cyber Crime Analysis Certificate, C25700C2 - Intelligence Studies/Geospatial Intelligence Certificate",[2934524.0],1
"C25590C15 - Information Technology/Cyber Crime Fundamentals Certificate, C25590C16 - Information Technology/Cyber Crime Analysis Certificate, C55460C3 - Emergency Management/Disaster Management Certificate",[2894881.0],1
"C25590C16 - Information Technology/Cyber Crime Analysis Certificate, C25590C18 - Information Technology Basics Certificate, C25590C20 - Information Technology/Python Programming Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate",[1149983.0],1
"C25590C16 - Information Technology/Cyber Crime Analysis Certificate, C25700C1 - Intelligence Studies/Intelligence Operations Certificate",[2946092.0],1
"C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate",[2967468.0],1
"C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C36 - Information Technology/CompTIA Essentials Certificate",[2812379.0],1
"C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C8 - Information Technology/Cisco Networking Certificate",[2989536.0],1
"C25590C17 - Information Technology/Cyber Security Operations Certificate, C55120 - Basic Law Enforcement Training (Certificate)",[2981379.0],1
"C25590C18 - Information Technology Basics Certificate, C25590C2 - Information Technology/C# Programming Certificate, C25590C20 - Information Technology/Python Programming Certificate, C25590C27 - Information Technology/Intro To iOS Devel Using Swift Cert, C25590C3 - Information Technology/Mobile Application Development Cert, C25590C5 - Information Technology/Database Programming Certificate",[2966303.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",[2890141.0],1
"C25590C2 - Information Technology/C# Programming Certificate, C25590C20 - Information Technology/Python Programming Certificate, C25590C3 - Information Technology/Mobile Application Development Cert",[2916671.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert, C5518CC1 - Criminal Justice Technology Forensic Science Certificate",[2953896.0],1
"C25590C2 - Information Technology/C# Programming Certificate, C25590C3 - Information Technology/Mobile Application Development Cert",[2861410.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C5518CC1 - Criminal Justice Technology Forensic Science Certificate",[2667620.0],1
"C25590C20 - Information Technology/Python Programming Certificate, C25590C3 - Information Technology/Mobile Application Development Cert",[2890927.0],1
"C25590C21 - Information Technology/Network Defense Spec Certificate, C25590C37 - Information Technology/Business Intelligence Certificate",[2547629.0],1
"C25590C30 - Information Technology/Audio and Video Editing Certificate, C25590C32 - Information Technology/UI-UX Certificate",[2944449.0],1
"C25590C37 - Information Technology/Business Intelligence Certificate, C25590C5 - Information Technology/Database Programming Certificate",[770766.0],1
"C25590H2 - Information Technology/Digital Media Basics Certificate, C25590HC - Information Technology/Audio and Video Editing Cert",[2785658.0],1
"C25590H3 - Information Technology/Haredware and Software Certificate, C25590H4 - Information Technology/Computer Technologies Certificate",[2985288.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert",[2897790.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert, C55180C6 - Criminal Justice Technology/Principles of Corrections Cert, C55180C8 - Criminal Justice Technology/Private Invest/Loss Prevent Cert, C55180C9 - Criminal Justice Technology/Homeland Security Certificate",[2658720.0],1
"C25590H3 - Information Technology/Haredware and Software Certificate, C25590HE - Information Technology/Computer Science Transfer Certificate",[2985298.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert, C55180C6 - Criminal Justice Technology/Principles of Corrections Cert",[2946103.0],1
"C25590H3 - Information Technology/Haredware and Software Certificate, C55180H1 - Criminal Justice Technology/Introduct Criminal Justice Cert",[2821375.0],1
"C25590H3 - Information Technology/Haredware and Software Certificate, C60130H1 - Collision Repair and Refinishing Technology Certificate",[3004271.0],1
"A10300FSU - Associate in General Education/Criminal Justice FSU, C5518CC1 - Criminal Justice Technology Forensic Science Certificate",[2503346.0],1
"C25590H4 - Information Technology/Computer Technologies Certificate, C25590HE - Information Technology/Computer Science Transfer Certificate",[2983934.0],1
"C25590H4 - Information Technology/Computer Technologies Certificate, C25800H1 - Accounting and Finance",[2998065.0],1
"C25590H5 - Information Technology/Network Defense Specialist Cert, C25590HC - Information Technology/Audio and Video Editing Cert",[3001242.0],1
"C25590H5 - Information Technology/Network Defense Specialist Cert, C55180H1 - Criminal Justice Technology/Introduct Criminal Justice Cert, C55180H3 - Criminal Justice Technology/Private Invest/Loss Prevent Cert",[2997778.0],1
"C25590H8 - Information Technology/Python Programming Certificate, C25590HE - Information Technology/Computer Science Transfer Certificate",[2984296.0],1
"C25590HC - Information Technology/Audio and Video Editing Cert, C30100H1 - Graphic Design/Graphic Design Basics Certificate",[3007029.0],1
"C25590HE - Information Technology/Computer Science Transfer Certificate, C25800H1 - Accounting and Finance",[2999235.0],1
"C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert, C25620C3 - Supply Chain Management/Supply Chain Analytics Certificate",[2957030.0],1
"C25620C2 - Supply Chain Management/Trucking Logistics Foundations Cert, C50420C1 - Welding Technology/Basic Welding Certificate, D50420 - Welding Technology",[2962986.0],1
"C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate",[2863931.0],1
"A10300H - A10300H (CSP), A1030N - Associate in General Education-Nursing",[2740181.0],1
"C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",[2881460.0],1
"C25800C4 - Accounting and Finance/Small Business Accounting Certificate, D55260 - Funeral Service Education/NC Funeral Director",[2988487.0],1
"C25800C6 - Accounting and Finance/Accounting Foundations Certificate, C25800C7 - Accounting and Finance/Consumer Financial Services Found Cer, C25800C8 - Accounting and Finance/Business Financial Services Cert",[958149.0],1
"C25800H1 - Accounting and Finance, C55180H1 - Criminal Justice Technology/Introduct Criminal Justice Cert",[2994863.0],1
"C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C2 - Graphic Design/Graphic Design Basics Certificate, C30100C4 - Graphic DesignAdobe Applications Certificate",[1185489.0],1
"A10300H - A10300H (CSP), A10400 - Associate in Science",[2756207.0],1
"A10300H - A10300H (CSP), A25200G - Healthcare Management Technology/General Healthcare Mgt Tech",[2998575.0],1
